;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;Hr;NO;NO2;NOx;O3;p;PM10;PM2.5;PN;SO2;StrGlo;T;WD;WVv;RainDur
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Kanalberechnungen (Eichkorrektur);;Kanalberechnungen (Eichkorrektur);Kanalberechnungen (Subtraktion);Kanalberechnungen (Eichkorrektur);Kanalberechnungen (Eichkorrektur);;Horizontale Verdichtung (Erster Messwert);Horizontale Verdichtung (Erster Messwert);;Kanalberechnungen (Eichkorrektur);;;;;
;ppm;%Hr;ppb;ppb;ppb;ppb;hPa;µg/m3;µg/m3;1/cm3;ppb;W/m2;°C;°;m/s;min
;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30
Startzeit;Berechnet;Final;Berechnet;Berechnet;Berechnet;Berechnet;Final;Berechnet;Berechnet;Final;Berechnet;Final;Final;Final;Final;Final
04.01.2017 09:30;0.18975;66.584;4.6921;12.2549;16.947;18.099;970.01;10.64872;;8993.6;0.64069;14.065;0.97506;229.38;2.4178;0
04.01.2017 10:00;0.19415;65.934;4.0152;13.3938;17.409;17.355;969.99;9.3442456;;9917.1;0.65859;23.898;1.0916;248.9;2.0639;0
04.01.2017 10:30;0.19416;66.875;4.3113;13.0557;17.367;17.429;969.85;14.664896;;9775.3;0.6925;29.402;1.1584;258.18;1.7173;0
04.01.2017 11:00;0.19356;64.59;4.5844;11.5596;16.144;19.988;969.45;6.3031912;;8711;0.6573;31.236;1.3669;242.67;3.6946;0
04.01.2017 11:30;0.19873;63.21;2.8128;10.0652;12.878;21.849;969.16;-0.7490128;;9831.2;0.66351;25.26;1.6917;250.03;2.8919;0
04.01.2017 12:00;0.20536;64.175;2.6611;10.6469;13.308;21.742;969.02;20.984152;;9111.9;0.69248;19.986;1.6333;254.29;3.29;0
04.01.2017 12:30;0.20637;63.715;2.3217;12.2183;14.54;20.069;968.86;25.989952;;9434.8;0.71799;12.746;1.7917;270.18;2.4039;0
04.01.2017 13:00;0.20638;66.098;2.2839;12.8661;15.15;18.553;968.59;12.262112;;9591.7;0.70133;12.547;1.6501;277.99;2.7057;0
04.01.2017 13:30;0.20416;69.399;2.7467;13.7213;16.468;17.187;968.32;12.51096;;10375;0.7042;18.002;1.5417;252.81;3.5749;0
04.01.2017 14:00;0.20106;69.8;2.4736;12.5544;15.028;18.254;968;11.20904;;8913.3;0.70634;19.992;1.5747;248.14;3.9646;0
04.01.2017 14:30;0.19849;71.539;2.3138;12.0342;14.348;19.735;967.71;10.558904;;8075.2;0.66458;21.369;1.7418;251.24;3.5979;0.73333
04.01.2017 15:00;0.19496;73.283;2.3852;11.3438;13.729;21.258;967.61;9.732432;;7603;0.63697;14.566;1.7916;246.85;4.0528;0
04.01.2017 15:30;0.18811;75.031;1.6252;10.4748;12.1;22.097;967.32;11.871536;;7764.7;0.60019;11.815;1.8667;247.18;4.369;0
04.01.2017 16:00;0.19664;76.6;2.0156;10.8404;12.856;22.695;967.09;12.569464;;8552.9;0.61134;8.9488;1.8582;246;4.1395;0.26667
04.01.2017 16:30;0.18703;80.163;1.207;10.278;11.485;23.396;967.12;10.51688;;7352.9;0.57045;1.0313;1.7585;254.32;3.0114;1.6833
04.01.2017 17:00;0.19777;86.504;1.5477;12.1523;13.7;20.942;967.33;16.399416;;8185.1;0.57288;0.048828;1.3421;264.44;2.3388;26.117
04.01.2017 17:30;0.21491;92.35;2.1281;18.7129;20.841;14.514;967.15;7.8764544;;9412.2;0.50543;0.05013;0.76672;254.01;2.0773;30
04.01.2017 18:00;0.21664;92.733;2.5485;18.4575;21.006;13.702;967.17;9.82472;;9287.4;0.52317;0.029948;0.73328;264.18;1.7212;24.317
04.01.2017 18:30;0.22094;91.975;3.9091;20.0989;24.008;12.628;967.21;17.25308;;18016;0.55924;0.030599;0.81661;275.18;1.4123;23.233
04.01.2017 19:00;0.21331;91.159;1.9452;16.3188;18.264;14.952;967.24;12.30084;;10390;0.53489;0.040148;0.92494;278;1.6881;9.5167
04.01.2017 19:30;0.21074;89.492;6.0026;16.4084;22.411;14.728;967.36;6.9896656;;10797;0.59439;0.031359;1.0583;291.79;1.3173;0
04.01.2017 20:00;0.20863;86.952;2.0342;12.0518;14.086;16.663;967.59;6.855436;;10308;0.56759;0.03776;1.125;296.27;1.855;0
04.01.2017 20:30;0.21084;84.676;2.4903;11.7157;14.206;16.45;968.1;4.8471832;;16697;0.65521;0.033203;1.2667;329.64;2.107;0
04.01.2017 21:00;0.20471;82.835;2.2306;8.7244;10.955;17.267;968.52;6.6289184;;8234.5;0.61652;0.036784;1.1751;303.19;2.8742;0
04.01.2017 21:30;0.19955;83.133;2.1656;8.7514;10.917;16.35;968.37;6.937836;;6657.5;0.59832;0.041016;0.9835;298.95;3.0922;0
04.01.2017 22:00;0.19723;83.25;1.6023;8.6157;10.218;16.053;968.38;5.1238;;6681;0.60163;0.038411;0.72517;301.42;2.8984;0
04.01.2017 22:30;0.19556;83.067;1.7178;9.0362;10.754;15.935;968.29;9.727488;;5909.1;0.61521;0.034614;0.50833;294.47;1.9626;0
04.01.2017 23:00;0.19003;82.975;2.1699;10.4311;12.601;14.59;968.76;8.44246;;6720.3;0.60885;0.038737;0.46661;256.14;0.97579;0
04.01.2017 23:30;0.19048;82.908;1.1048;10.1502;11.255;14.605;968.8;4.1730688;;7327.9;0.64525;0.04286;0.525;237.05;1.5678;0
05.01.2017 00:00;0.18684;82.242;0.84278;7.43842;8.2812;16.914;968.54;5.1964768;;5069.7;0.59407;0.041124;0.62494;240.65;1.5577;0
05.01.2017 00:30;0.18207;82.016;1.1714;7.551;8.7224;16.928;968.46;7.1290864;;4520.1;0.60172;0.030707;0.76678;244.79;1.1118;0
05.01.2017 01:00;0.17762;82.052;1.6119;7.8991;9.511;17.234;968.5;8.9025816;;5129.4;0.59603;0.03635;0.8165;259.25;1.1702;0
05.01.2017 01:30;0.17142;80.393;0.87433;7.62757;8.5019;17.894;968.79;5.8065664;;4772.5;0.60253;0.049154;0.92494;265.3;1.4049;0
05.01.2017 02:00;0.16784;79.468;0.86928;7.38912;8.2584;19.333;969.12;7.9434456;;4756.4;0.60661;0.038737;0.93322;294.99;2.202;0
05.01.2017 02:30;0.16256;82.312;0.49989;5.76601;6.2659;22.116;969.51;7.1251312;;3160.6;0.55576;0.037652;0.6755;287.57;2.3591;0
05.01.2017 03:00;0.15967;84.152;0.47967;6.46393;6.9436;21.923;969.58;6.4856248;;3533.5;0.57046;0.039822;0.51639;276.02;1.5707;0
05.01.2017 03:30;0.15893;83.307;0.72922;5.99698;6.7262;22.067;969.85;7.7883688;;3286.6;0.57092;0.049154;0.61683;296.43;1.7368;0
05.01.2017 04:00;0.16129;84.208;1.4959;8.8271;10.323;19.758;970.12;2.6391104;;5596.6;0.64445;0.030382;0.45011;303.4;1.8669;0
05.01.2017 04:30;0.15878;84.875;2.4501;10.1749;12.625;19.316;970.43;8.4289464;;7750.4;0.64806;0.039497;0.24172;301.52;1.9807;0
05.01.2017 05:00;0.16328;85.658;5.8655;12.2265;18.092;16.55;970.86;11.119224;;8786;0.68552;0.037652;0.025278;299.98;0.86077;0
05.01.2017 05:30;0.17447;85.101;13.921;22.914;36.835;10.356;971.17;3.660788;;13745;0.69091;0.032335;-0.15817;305.67;0.45284;0
05.01.2017 06:00;0.17856;84.458;23.685;29.429;53.114;5.4955;971.51;4.8920088;;26893;0.86399;0.03201;-0.40822;1.5385;0.51537;0
05.01.2017 06:30;0.20537;85.416;32.886;36.487;69.373;1.8306;971.63;10.556432;;24962;0.86817;0.035265;-0.708;8.4681;0.55097;0
05.01.2017 07:00;0.23047;86.725;32.611;36.556;69.167;2.1126;971.96;14.254544;;26297;0.95299;0.038194;-0.73328;13.545;0.5134;0
05.01.2017 07:30;0.24158;87.966;39.311;36.383;75.694;1.5939;972.33;14.054312;;31809;0.88106;0.039931;-0.93328;342.99;0.43033;0
05.01.2017 08:00;0.264;86.334;35.939;40.307;76.246;1.1559;972.52;13.719768;;29386;0.88368;2.3511;-0.65844;307.15;0.75733;0
05.01.2017 08:30;0.25461;84.611;23.212;33.825;57.037;3.2317;972.64;10.92476;;21043;0.86856;13.357;-0.60872;302.11;1.2118;0
05.01.2017 09:00;0.25961;79.269;17.342;31.959;49.301;5.3544;972.76;11.513096;;18627;0.87067;22.06;-0.44161;322.28;0.80312;0
05.01.2017 09:30;0.23342;76.07;15.031;25.79;40.821;10.451;973.01;9.917008;;20661;0.88075;52.219;-0.050333;314.38;1.4603;0
05.01.2017 10:00;0.23788;77.423;27.7;31.07;58.77;7.4746;973;10.824232;;20284;0.8913;78.478;-0.24989;307.37;0.60355;0
05.01.2017 10:30;0.23702;78.667;19.839;29.3;49.139;7.6951;973.17;18.833512;;17513;0.8468;51.694;0.066444;276.46;1.1677;0.11666
05.01.2017 11:00;0.23042;81.884;13.556;25.866;39.422;9.4954;973.09;21.162136;;14199;0.74919;48.7;0.083389;298.25;1.1595;8.2833
05.01.2017 11:30;0.32265;86.408;22.884;33.409;56.293;6.5057;973.19;6.5807968;;20535;0.81101;19.016;-0.10805;0.60085;0.30458;13.433
05.01.2017 12:00;0.25025;86.757;8.9438;21.0472;29.991;16.965;973.36;4.6130024;;13243;0.65925;23.439;-1.0335;63.578;1.638;30
05.01.2017 12:30;0.22275;88.642;10.839;16.922;27.761;21.66;973.67;8.505084;;20296;0.65703;93.97;-1.2917;14.27;2.0441;18.583
05.01.2017 13:00;;83.312;;;;20.904;973.8;-4.7922984;;21409;;141.36;-1.1083;22.17;0.49092;0
05.01.2017 13:30;;78.942;;;;22.316;973.97;7.7418128;;20143;;206.93;-0.80022;286.16;0.7973;0
05.01.2017 14:00;;75.281;;;;;974.17;11.168664;;26897;;134.09;0.0086111;323.82;1.0505;0
05.01.2017 14:30;0.23471;72.85;21.118;20.544;41.662;21.466;974.74;5.2231744;;26336;0.92164;105;0.27492;355.76;1.551;0
05.01.2017 15:00;0.24447;71.331;11.742;21.435;33.177;20.321;975.27;6.8870776;;34624;0.78732;72.293;0.15811;9.5755;2.4305;0
05.01.2017 15:30;0.23213;74.696;22.768;21.782;44.55;19.42;975.62;12.274472;;22381;0.78571;26.625;-0.75883;65.195;1.6306;0
05.01.2017 16:00;0.23051;74.807;23.112;30.962;54.074;15.337;975.95;10.792096;;28569;0.80052;18.827;-1.0502;15.674;1.0882;0
05.01.2017 16:30;0.30534;78.831;34.8;46.511;81.311;4.2688;976.26;10.852248;;34439;0.9172;4.6786;-1.0998;350.39;0.51934;0
05.01.2017 17:00;0.30638;78.145;41.675;45.2;86.875;3.5565;976.79;12.084128;;39119;0.9063;0.046224;-1.0502;354.96;1.4478;0
05.01.2017 17:30;0.31214;75.518;21.416;39.256;60.672;6.8987;977.53;4.9670752;;31542;0.80015;0.033963;-0.93333;5.3036;2.2432;0
05.01.2017 18:00;0.33147;69.14;11.355;31.634;42.989;11.063;977.93;4.521044;;45289;0.88693;0.042318;-0.9915;10.756;2.5732;0
05.01.2017 18:30;0.30466;66.281;17.483;34.985;52.468;9.9014;978.29;5.9728496;;50743;0.9543;0.042426;-1.3743;28.938;1.5384;0
05.01.2017 19:00;0.36908;70.282;26.951;35.587;62.538;7.4453;978.71;14.828872;;41808;0.97358;0.03928;-2.0081;18.078;1.2674;0
05.01.2017 19:30;0.31549;70.359;13.479;30.588;44.067;9.0339;979.12;11.415864;;43111;0.90261;0.038628;-2.4247;45.754;1.0126;0
05.01.2017 20:00;0.28619;71.398;14.143;32.372;46.515;7.615;979.53;11.512272;;39634;0.99555;0.03928;-2.7996;42.734;1.2728;0
05.01.2017 20:30;0.27942;72.524;14.331;33.159;47.49;7.4539;979.87;13.00124;;41483;0.98402;0.037652;-3.0079;40.693;1.0891;0
05.01.2017 21:00;0.2943;74.534;18.661;36.761;55.422;4.7902;980.12;12.760632;;44523;1.0474;0.028863;-3.5748;37.812;0.73511;0
05.01.2017 21:30;0.27724;75.632;7.9857;31.0233;39.009;7.04;980.43;13.261624;;35340;0.99454;0.034071;-3.7832;10.062;0.77322;0
05.01.2017 22:00;0.29582;75.167;13.425;25.621;39.046;10.872;980.72;12.587592;;28289;0.87852;0.034071;-3.8413;28.611;1.0203;0
05.01.2017 22:30;0.25698;75.79;11.016;28.742;39.758;8.1347;981.14;11.536168;;27306;0.9061;0.042209;-4.208;31.687;1.0993;0
05.01.2017 23:00;0.24459;77.199;4.2023;24.6887;28.891;9.4781;981.48;20.055504;;25930;0.86623;0.048828;-4.5579;34.035;1.1688;0
05.01.2017 23:30;0.23963;77.868;5.0521;24.6389;29.691;9.3289;981.68;0.75048592;;21107;0.81893;0.037435;-4.8584;33.646;1.4578;0
06.01.2017 00:00;0.23202;78.082;4.3223;24.8087;29.131;8.8233;981.93;1.50317696;;19535;0.86378;0.041884;-4.9496;31.677;1.6598;0
06.01.2017 00:30;0.21978;78.723;2.2028;21.7042;23.907;10.492;982.26;10.752544;;20178;0.93381;0.040039;-5.0079;18.167;1.3521;0
06.01.2017 01:00;0.20966;77.386;2.2461;17.2789;19.525;14.015;982.39;10.741008;;12939;0.84789;0.044705;-4.8586;20.159;1.5321;0
06.01.2017 01:30;0.20512;78.15;3.0719;17.1721;20.244;13.086;982.48;10.909928;;14051;0.85442;0.034071;-4.8583;21.666;1.7746;0
06.01.2017 02:00;0.20556;78.958;2.5957;19.5223;22.118;10.464;982.63;13.732952;;15312;0.94967;0.047635;-5.1417;25.623;1.6231;0
06.01.2017 02:30;0.21072;79.85;4.4642;25.2468;29.711;5.5995;982.79;12.09072;;21101;1.255;0.041884;-5.5082;33.883;1.9837;0
06.01.2017 03:00;0.20439;78.775;5.4124;19.0676;24.48;10.85;982.74;13.010304;;15472;0.96905;0.046332;-5.6084;45.858;1.8227;0
06.01.2017 03:30;0.21226;79.924;3.3591;22.5789;25.938;6.8819;982.82;13.960376;;17764;1.2338;0.055339;-5.8913;35.53;1.8903;0
06.01.2017 04:00;0.21643;81.199;5.2035;25.3195;30.523;4.2484;982.92;14.438296;;19863;1.2004;0.051758;-6.0081;10.361;1.5388;0
06.01.2017 04:30;0.21374;81.167;6.1419;24.5501;30.692;5.3732;983.03;13.444552;;21232;0.96541;0.044922;-6.1917;359.11;1.686;0
06.01.2017 05:00;0.21953;81.632;12.72;24.115;36.835;4.8142;983.06;24.259552;;21106;1.0016;0.054253;-6.4248;10.668;1.634;0
06.01.2017 05:30;0.21868;77.511;8.7561;18.8529;27.609;12.631;983.05;2.05643528;;18239;0.84428;0.056098;-5.992;47.748;1.2894;0
06.01.2017 06:00;0.20766;76.702;9.6139;24.1951;33.809;8.4577;983.26;17.237424;;16477;0.89394;0.044488;-5.975;70.712;0.313;0
06.01.2017 06:30;0.20875;75.356;16.545;31.227;47.772;5.6907;983.5;21.50492;;34654;1.0631;0.044813;-5.7998;37.053;2.3398;0
06.01.2017 07:00;0.25753;83.941;29.093;34.94;64.033;1.4268;983.79;16.70924;;40042;1.0875;0.046549;-6.1582;42.953;3.0981;0
06.01.2017 07:30;0.26669;83.617;28.281;37.032;65.313;1.0243;984.01;10.980792;;42674;1.2145;0.050456;-6;45.764;2.7371;0
06.01.2017 08:00;0.25466;84.008;30.77;34.64;65.41;3.6161;984.23;16.043448;;37729;1.0408;4.3123;-6.1249;43.538;2.6869;0
06.01.2017 08:30;0.24458;84.209;26.007;29.723;55.73;6.2128;984.53;16.023672;;26656;0.8997;59.211;-6.2;36.084;2.588;0
06.01.2017 09:00;0.24264;82.187;29.38;28.011;57.391;7.7237;984.84;12.096488;;38210;0.9783;137.65;-5.9756;24.399;1.5118;0
06.01.2017 09:30;0.23967;81.341;20.118;22.992;43.11;12.063;984.98;8.8609696;;19383;0.91396;205.32;-5.7168;28.067;1.135;0
06.01.2017 10:00;0.22469;78.163;17.071;19.637;36.708;14.963;985.18;12.084128;;27090;0.89925;270.71;-5.0592;37.851;2.018;0
06.01.2017 10:30;0.21783;76.974;14.722;15.627;30.349;18.794;985.35;-18.288512;;14747;0.77067;270.67;-4.7833;45.428;2.801;0
06.01.2017 11:00;0.22855;76.161;15.311;15.706;31.017;18.999;985.25;46.005736;;16864;0.87412;160.04;-4.9583;51.153;2.0279;0
06.01.2017 11:30;0.22339;74.873;15.42;14.317;29.737;20.816;984.88;-27.640912;;13151;0.6479;351.13;-4.6338;64.109;0.67501;0
06.01.2017 12:00;0.23035;69.1;17.208;13.894;31.102;21.769;984.49;-10.677224;;22561;0.7569;356.74;-4.4083;35.599;2.1796;0
06.01.2017 12:30;0.21649;68.887;10.458;10.783;21.241;24.368;984.08;24.717696;;9569.7;0.85895;348.6;-4.3417;48.553;2.156;0
06.01.2017 13:00;0.21562;68.996;12.315;11.481;23.796;23.383;983.68;33.162872;;11933;0.82196;347.57;-4.3085;42.29;2.0355;0
06.01.2017 13:30;0.21592;64.885;17.837;15.211;33.048;21.54;983.5;15.020864;;12367;0.7705;301.88;-4.1835;36.39;1.6502;0
06.01.2017 14:00;0.20562;64.563;10.719;12.25;22.969;23.577;983.37;13.63984;;13027;0.71202;267.57;-3.9836;35.905;2.5143;0
06.01.2017 14:30;0.20181;60.667;13.5;15.522;29.022;22.374;983.41;12.07836;;15188;0.94023;215.95;-3.7502;41.295;2.401;0
06.01.2017 15:00;0.21589;62.3;17.812;16.078;33.89;22.487;983.61;13.58628;;12984;0.84207;159.45;-4.2833;42.81;2.7926;0
06.01.2017 15:30;0.20513;63.858;9.7334;12.8436;22.577;24.386;983.82;12.201136;;14154;0.87939;97.402;-4.45;47.286;3.2165;0
06.01.2017 16:00;0.23473;65.539;9.2477;14.2223;23.47;22.704;983.97;14.069968;;13170;0.85524;38.21;-4.6751;44.67;3.1761;0
06.01.2017 16:30;0.23533;68.017;13.766;17.401;31.167;19.658;984.13;13.46268;;13398;0.84456;5.5263;-4.9417;42.562;3.1497;0
06.01.2017 17:00;0.28831;72.325;26.063;25.204;51.267;14.144;984.46;19.779464;;16594;0.93239;0.035373;-5.2083;46.478;1.9748;0
06.01.2017 17:30;0.3421;74.091;26.568;29.532;56.1;10.522;984.66;12.20608;;19602;0.91307;0.034071;-5.5;45.799;1.7704;0
06.01.2017 18:00;0.28223;75.117;16.836;28.398;45.234;10.675;984.62;7.7437904;;22467;1.0963;0.046441;-5.7334;46.917;2.3006;0
06.01.2017 18:30;0.27838;76.225;11.225;23.392;34.617;14.361;984.44;15.587776;;17595;0.9342;0.044922;-6.0751;49.485;4.7012;0
06.01.2017 19:00;0.29847;76.258;10.462;23.168;33.63;14.418;984.32;17.091576;;15818;0.82909;0.046224;-6.3501;49.699;3.9195;0
06.01.2017 19:30;0.2852;77.132;7.0648;22.4312;29.496;14.344;984.39;19.88576;;18035;0.88622;0.048503;-6.5747;47.545;3.408;0
06.01.2017 20:00;0.30512;77.4;8.0966;20.6334;28.73;15.436;984.31;20.156856;;19091;0.9142;0.046441;-6.7249;48.076;3.5976;0
06.01.2017 20:30;0.26487;78.407;6.1433;18.0787;24.222;16.56;984.02;14.3732;;15919;0.90424;0.041884;-7.0164;54.006;2.2965;0
06.01.2017 21:00;0.26386;79.316;4.1051;20.1399;24.245;14.533;984.07;18.857408;;17142;0.84862;0.047092;-6.9833;351.24;1.2611;0
06.01.2017 21:30;0.31574;80.266;8.9662;28.2878;37.254;8.0454;983.91;19.393008;;31089;0.97226;0.046441;-7.2581;27.06;1.6485;0
06.01.2017 22:00;0.32194;81.823;9.847;24.854;34.701;9.8285;983.83;21.64088;;27553;0.84426;0.040799;-7.858;29.65;2.3274;0
06.01.2017 22:30;0.27748;83.275;5.884;19.66;25.544;12.586;983.89;24.806688;;16075;0.69643;0.04286;-8.2748;24.682;3.46;0
06.01.2017 23:00;0.2776;83.377;4.8264;22.7316;27.558;9.6819;983.84;28.08044;;19031;0.76452;0.046224;-8.3169;24.44;3.1796;0
06.01.2017 23:30;0.27766;84.191;4.7542;24.0198;28.774;8.2674;983.83;12.216792;;22657;0.80463;0.046984;-8.5082;24.04;2.4567;0
07.01.2017 00:00;0.27981;84.908;6.8978;25.9052;32.803;6.898;983.64;17.904864;;30610;0.85633;0.047309;-8.5917;7.3234;2.3484;0
07.01.2017 00:30;0.27687;85.492;4.9871;26.8369;31.824;5.6297;983.57;25.186552;;26465;0.93112;0.040365;-8.8498;8.9826;1.3217;0
07.01.2017 01:00;0.2606;85.742;4.1053;19.7047;23.81;10.83;983.56;24.013176;;13858;0.80767;0.04796;-9.1996;5.4751;1.9605;0
07.01.2017 01:30;0.26478;86.3;5.0107;21.3343;26.345;9.8634;983.49;22.743392;;17022;0.86001;0.054253;-9.3333;3.3804;1.9529;0
07.01.2017 02:00;0.25776;82.691;5.743;23.678;29.421;7.1032;983.34;25.834216;;15835;0.89653;0.048286;-9.3084;7.5421;2.0231;0
07.01.2017 02:30;0.25398;85.84;5.8088;20.6302;26.439;10.309;983.31;23.51136;;14151;0.82356;0.043511;-9.3413;22.49;1.8204;0
07.01.2017 03:00;0.25366;82.678;4.2237;21.6453;25.869;8.6748;983.16;21.177792;;14590;0.9259;0.045681;-9.2592;27.261;1.5651;0
07.01.2017 03:30;0.24543;87.482;4.6031;21.6849;26.288;8.3274;983.03;19.594064;;17346;0.94777;0.03928;-9.2247;10.678;1.2005;0
07.01.2017 04:00;0.24298;88.914;6.1062;22.3858;28.492;7.9348;983.01;22.726912;;17012;1.0302;0.051541;-9.4911;30.357;0.81321;0
07.01.2017 04:30;0.24239;79.193;11.55;20.389;31.939;9.2484;983.12;22.39484;;32225;1.0018;0.048286;-9.7334;36.239;1.3449;0
07.01.2017 05:00;0.23797;87.7;2.841;18.464;21.305;10.756;983.05;28.87148;;14085;0.93915;0.05957;-9.5918;32.396;0.93519;0
07.01.2017 05:30;0.23928;88.566;5.5151;20.8039;26.319;9.0906;982.69;18.244352;;15852;1.0346;0.052626;-9.5333;20.665;0.64587;0
07.01.2017 06:00;0.24948;87.424;4.0436;21.2724;25.316;8.3959;982.62;10.464968;;14183;1.023;0.039171;-9.0501;16.056;0.99968;0
07.01.2017 06:30;0.25086;87.766;4.8332;24.4878;29.321;5.2583;982.76;14.85936;;15635;0.92427;0.048503;-8.9498;8.8141;1.8165;0
07.01.2017 07:00;0.27039;87.516;14.172;28.033;42.205;2.3542;982.77;24.25708;;19578;1.0574;0.043186;-9;29.238;2.028;0
07.01.2017 07:30;0.31548;88.084;21.578;30.932;52.51;1.7474;982.7;29.939384;;19650;1.1737;0.036241;-9.2499;37.766;1.4169;0
07.01.2017 08:00;0.28726;82.508;11.745;26.67;38.415;3.6793;982.76;26.680464;;23301;1.1079;2.12;-9.0835;20.775;1.7571;0
07.01.2017 08:30;0.29125;82.096;11.18;25.032;36.212;4.9567;982.72;27.829944;;20911;1.2096;27.859;-9.0333;29.235;1.2643;0
07.01.2017 09:00;0.29198;85.533;11.007;22.807;33.814;7.4385;982.68;24.844592;;19910;0.98692;35.934;-8.6667;15.482;1.4985;0
07.01.2017 09:30;0.32116;85.685;12.383;19.537;31.92;10.233;982.64;26.199248;;13417;0.83281;88.186;-8.4087;0.048124;1.8299;0
07.01.2017 10:00;0.32057;84.752;14.082;19.205;33.287;11.194;982.86;23.505592;;17540;0.854;163.21;-8.1253;13.799;1.667;0
07.01.2017 10:30;0.30306;82.146;12.535;18.36;30.895;12.29;982.66;22.234984;;12636;0.88895;184.21;-8.0827;4.756;0.78252;0
07.01.2017 11:00;0.30719;83.722;16.916;19.879;36.795;11.72;982.27;26.886464;;14420;1.1613;274.23;-7.5845;297.42;0.49743;0
07.01.2017 11:30;0.30557;79.703;20.722;21.228;41.95;11.62;982.01;14.62452;;15464;1.2747;302.66;-6.5344;289.12;0.67811;0
07.01.2017 12:00;0.31024;79.72;22.435;22.143;44.578;11.228;981.82;18.018576;;14572;1.36;213.23;-6.6169;338.76;0.67039;0
07.01.2017 12:30;0.37678;76.843;26.908;28.417;55.325;7.4662;981.6;37.816;;23173;1.4717;120.98;-5.8257;28.16;1.0212;0
07.01.2017 13:00;0.33739;77.233;21.174;24.243;45.417;9.5112;981.19;30.965264;;16389;1.1988;158.6;-5.7166;285.48;0.62015;0
07.01.2017 13:30;0.32142;76.548;22.787;25.41;48.197;9.7167;980.89;29.591656;;15103;1.1037;119.97;-5.2418;299.72;0.66971;0
07.01.2017 14:00;0.3186;77.24;14.394;22.767;37.161;10.402;980.58;32.203736;;14393;1.0364;119.36;-5.0248;275.53;1.0327;0
07.01.2017 14:30;0.32626;76.958;18.995;26.57;45.565;8.0804;980.5;32.771472;;13950;1.077;95.072;-4.9418;321.19;0.57804;0
07.01.2017 15:00;0.32269;75.909;13.905;27.306;41.211;7.2642;980.47;33.51472;;13948;1.1171;54.587;-4.5169;293.45;0.24708;0
07.01.2017 15:30;0.31374;72.932;14.421;29.74;44.161;5.6563;980.52;34.56944;;17613;1.2511;34.852;-4.5503;282.79;0.48677;0
07.01.2017 16:00;0.37868;70.091;19.89;33.329;53.219;2.9096;980.38;32.070248;;16223;1.3646;13.915;-4.1417;236.26;0.56848;0
07.01.2017 16:30;0.38126;73.333;16.834;31.524;48.358;4.0772;980.36;28.72316;;15248;1.1097;2.3691;-3.9585;214.76;0.68586;0
07.01.2017 17:00;0.44548;76.258;27.723;38.057;65.78;0.99022;980.47;35.205568;;20074;1.2678;0.037326;-3.9417;2.8309;1.2566;0
07.01.2017 17:30;0.51152;77.041;29.336;37.356;66.692;0.58028;980.43;29.027216;;20955;1.3312;0.028754;-4.1249;44.035;1.0196;0
07.01.2017 18:00;0.42647;79.158;27.481;37.792;65.273;0.653;980.33;33.689408;;21142;1.2761;0.032444;-4.1834;329.55;0.31202;0
07.01.2017 18:30;0.48399;76.378;42.259;38.393;80.652;0.55317;980.37;43.065704;;25167;1.4239;0.028646;-3.7748;22.998;0.79768;0
07.01.2017 19:00;0.45979;74.617;30.34;36.796;67.136;0.50111;980.09;39.734272;;21900;1.368;0.032227;-3.9084;344.95;0.26531;0
07.01.2017 19:30;0.41286;76.717;13.866;34.224;48.09;1.2671;979.9;39.31568;;19550;1.2052;0.024523;-3.7;306;0.83122;0
07.01.2017 20:00;0.37689;76.258;11.813;33.8;45.613;1.1606;979.6;37.525952;;17758;1.134;0.036458;-3.6083;221.82;0.33718;0
