;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;CO;Hr;NO;NO;NO2;NO2;NOx;O3;O3;p;PM10;RainDur;SO2;SO2;StrGlo;T;WD;WVv
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Summe);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Vektorielle Windmittelung(Richtung));Vertikale Verdichtung (Vektorielle Windmittelung(Betrag))
;mg/m3;ppm;%Hr;µg/m3;ppb;µg/m3;ppb;ppb;µg/m3;ppb;hPa;µg/m3;min;µg/m3;ppb;W/m2;°C;°;m/s
;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1
Startzeit;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet
25.01.2013 08:00;0.603858503;0.518705;71.739;52.07687574;41.752;70.48606989;36.8595;78.6115;2.822426096;1.41475;964.49;50.113112;0.25;4.316434468;1.6212;14.0541;-0.78486;351.0114864;1.757199981
25.01.2013 09:00;0.688336177;0.59127;72.138;49.79495765;39.9225;61.54228745;32.1825;72.105;7.701597331;3.86045;964.56;51.405448;0.6;3.814421318;1.43265;90.8205;-0.851615;19.64748408;2.462794505
25.01.2013 10:00;0.680908801;0.58489;71.7035;56.44176908;45.2515;58.29999899;30.487;75.7385;9.550363731;4.78715;964.86;52.988536;0;3.521014534;1.32245;141.475;-0.697025;21.1841949;2.634017923
25.01.2013 11:00;0.711194568;0.610905;72.417;50.01946995;40.1025;58.11355067;30.3895;70.492;8.652214779;4.33695;965.18;55.13472;0.1;3.899088612;1.46445;113.72;-0.665195;357.9207636;1.762852661
25.01.2013 12:00;0.723674423;0.621625;71.441;50.22714383;40.269;55.20591304;28.869;69.138;10.25639419;5.14105;965.08;55.870096;0;3.718837801;1.39675;129.43;-0.545415;12.12223517;1.705017615
25.01.2013 13:00;0.683178924;0.58684;69.7555;47.07524057;37.742;57.54751269;30.0935;67.8355;11.64252012;5.83585;964.9;57.017056;0;3.620059292;1.35965;153.995;-0.296945;16.82863266;1.666242537
25.01.2013 14:00;0.748436225;0.642895;67.879;50.9056699;40.813;58.83544031;30.767;71.58;10.55105568;5.28875;964.765;58.80216;0;3.415446667;1.2828;146.155;-0.069777;30.26333029;1.820702573
25.01.2013 15:00;0.722632495;0.62073;67.07;58.534099;46.929;63.72038627;33.3215;80.2505;10.79773741;5.4124;964.705;59.742384;0;3.464303422;1.30115;132.962;0.0242502;25.97067119;2.019454419
25.01.2013 16:00;0.679063599;0.583305;66.765;36.68842837;29.4145;62.65906507;32.7665;62.181;10.61738942;5.322;964.65;61.262224;0;3.074514373;1.15475;55.5405;0.010528;32.66252773;2.585779708
25.01.2013 17:00;0.834916264;0.71718;67.713;67.44723739;54.075;73.93106113;38.661;92.736;5.679166191;2.8467;964.6;56.386936;0;2.953903418;1.10945;1.9470275;-0.518085;46.39458946;1.52626721
25.01.2013 18:00;0.765502892;0.657555;70.479;55.22129526;44.273;71.48141707;37.38;81.653;4.196083272;2.1033;964.54;56.677688;0.41667;2.815453756;1.05745;0.00868055;-0.722865;52.60462175;1.003495447
25.01.2013 19:00;0.747772651;0.642325;72.7705;42.57813443;34.1365;66.41289123;34.7295;68.866;3.042674085;1.52515;964.39;56.770672;0;3.296832581;1.23825;0.0131835;-1.191035;38.01346982;0.948896762
25.01.2013 20:00;0.653399568;0.56126;74.7645;27.18906342;21.7985;63.76723739;33.346;55.1445;2.419535868;1.2128;963.995;56.164624;0;3.552698207;1.33435;0.011068;-1.52135;32.78517893;1.243570763
25.01.2013 21:00;0.61762476;0.53053;77.4775;22.6826026;18.1855;56.97573785;29.7945;47.98;2.600781609;1.30365;963.23;58.4694;0;3.911602331;1.46915;0.0129665;-2.11675;41.29332515;2.416582876
25.01.2013 22:00;0.536476599;0.460825;75.7035;7.757024763;6.2191;41.61411743;21.7614;27.9805;14.64639145;7.34155;962.24;51.119888;0;3.089823711;1.1605;0.0113935;-2.61515;56.43445456;3.849392198
25.01.2013 23:00;0.512069868;0.43986;75.6435;11.79699891;9.4581;47.13394381;24.6479;34.106;11.0606784;5.5442;961.635;44.031392;0;3.264083911;1.22595;0.013346;-2.62295;44.89066651;2.812739391
26.01.2013 00:00;0.509910341;0.438005;77.83;10.9330631;8.76545;48.25100828;25.23205;33.9975;8.306880298;4.16385;960.985;42.724424;0;3.001695176;1.1274;0.0111222;-3.03645;44.99978227;3.113332981
26.01.2013 01:00;0.427371002;0.367105;75.9285;5.660329321;4.5381;33.78615646;17.6679;22.206;19.10731096;9.5776;959.935;42.506832;0;2.627534964;0.98687;0.0125325;-3.13485;46.5664121;3.034817918
26.01.2013 02:00;0.402824571;0.34602;76.1325;9.317135804;7.4699;36.57083382;19.1241;26.594;16.44268936;8.24195;959.255;40.930824;0;4.055510105;1.5232;0.014377;-3.22285;32.21994063;1.958385238
26.01.2013 03:00;0.432295422;0.371335;78.942;11.00565541;8.82365;38.78956881;20.28435;29.108;12.43184182;6.2315;958.78;42.510608;0;4.109292474;1.5434;0.0129123;-3.76805;40.82093432;1.590080963
26.01.2013 04:00;0.447883599;0.384725;78.633;15.48155761;12.41215;44.0598413;23.04035;35.4525;8.069874311;4.04505;958.92;50.08432;0;3.95087411;1.4839;0.01470255;-3.65615;22.43400787;1.119963104
26.01.2013 05:00;0.419332439;0.3602;79.817;9.212363396;7.3859;42.74083896;22.3506;29.7365;7.377010849;3.69775;959.405;47.263176;0;4.427460447;1.6629;0.01237;-3.76165;43.55225091;0.914849837
26.01.2013 06:00;0.442802017;0.38036;78.3935;7.888426824;6.32445;42.29422352;22.11705;28.4415;8.126831558;4.0736;959.905;44.607232;0;4.72965346;1.7764;0.0146485;-3.4906;45.98940692;1.594034768
26.01.2013 07:00;0.450380735;0.38687;74.1755;10.50798647;8.42465;39.15194785;20.47385;28.8985;11.8881046;5.95895;960.655;45.88824;0;4.341461907;1.6306;0.026367;-3.1803;83.93600651;0.999076776
26.01.2013 08:00;0.495928713;0.425995;72.049;20.82912882;16.6995;38.86539113;20.324;37.0235;13.89397724;6.9644;961.32;49.4306;0;2.929807851;1.1004;9.71395;-3.0532;90.85769978;1.0256694
26.01.2013 09:00;0.47510179;0.408105;71.325;20.69192686;16.5895;36.16428087;18.9115;35.501;18.88606547;9.4667;961.13;48.142512;0;3.024725745;1.13605;63.3205;-2.9575;215.0533488;0.624096216
26.01.2013 10:00;0.517483238;0.44451;71.887;25.88626842;20.754;38.36341489;20.0615;40.8155;17.64936504;8.8468;960.81;48.784432;0;3.18261161;1.19535;105.8365;-2.5907;103.7279779;0.15678724
26.01.2013 11:00;0.523728986;0.449875;69.79;22.12631101;17.7395;38.29648472;20.0265;37.766;20.64794963;10.34985;961.01;45.410576;0;3.726559032;1.39965;310.9;-1.9212;6.551313599;0.978575633
26.01.2013 12:00;0.511883602;0.4397;66.5145;20.48362933;16.4225;32.28615583;16.8835;33.306;26.29908607;13.1825;961.545;41.68272;0;4.030083292;1.51365;422.295;-1.148445;329.5773917;0.89580404
26.01.2013 13:00;0.463890876;0.398475;60.9055;14.53374151;11.65225;28.89996752;15.11275;26.765;34.9124981;17.5;962.045;49.015712;0;3.665721056;1.3768;373.94;-0.263167;243.6994911;1.368249021
26.01.2013 14:00;0.458529894;0.39387;56.696;7.532761919;6.0393;26.13756835;13.6682;19.7075;43.24461515;21.6765;962.885;49.384344;0;3.086628719;1.1593;280.23;0.656225;244.9250203;2.313396265
26.01.2013 15:00;0.434571366;0.37329;56.6985;9.532854707;7.64285;36.40360402;19.03665;26.6795;38.12644293;19.111;963.4;48.27892;0;2.962157148;1.11255;153.635;0.75311;210.1437549;2.092696692
26.01.2013 16:00;0.430688874;0.369955;56.7485;7.583277187;6.0798;39.04935347;20.4202;26.5;36.05862554;18.0745;963.27;55.027576;0;2.924882239;1.09855;73.36;0.883275;205.0120576;1.669987893
26.01.2013 17:00;0.45583485;0.391555;59.7515;7.976672632;6.3952;47.71986961;24.9543;31.3495;27.48311851;13.776;963.925;53.892888;0;2.933934716;1.10195;1.1121255;0.31939;254.0877632;1.379966611
26.01.2013 18:00;0.514171187;0.441665;63.81;20.54537021;16.472;64.86106752;33.918;50.39;12.26685533;6.1488;964.06;56.40204;0;3.586245625;1.34695;0.0159505;0.0818055;168.2782547;1.594868675
26.01.2013 19:00;0.573654227;0.49276;69.348;17.85496446;14.315;69.33678333;36.2585;50.5735;6.292429158;3.1541;964.595;57.308752;0;4.129926798;1.55115;0.0104168;-0.459445;272.2264779;0.603737165
26.01.2013 20:00;0.596413664;0.51231;69.349;21.52075144;17.254;73.14893434;38.252;55.506;2.343137348;1.174505;965.06;68.517808;0;5.184540475;1.94725;0.013021;-0.73022;254.5694598;0.797394175
26.01.2013 21:00;0.616437312;0.52951;72.143;24.8709739;19.94;71.59997907;37.442;57.382;1.772118504;0.88828;965.61;65.742448;0;5.171893631;1.9425;0.0157335;-0.974445;244.0395718;0.676834131
26.01.2013 22:00;0.596623214;0.51249;73.9325;16.6008138;13.3095;62.67436339;32.7745;46.084;4.674284746;2.343;965.835;61.515688;0;4.023693307;1.51125;0.0098198;-0.981635;180.1222802;1.399119188
26.01.2013 23:00;0.695973103;0.59783;74.757;37.28837514;29.8955;70.4841576;36.8585;66.754;1.510763543;0.757275;966.05;56.204272;0;5.67017929;2.12965;0.013672;-1.21655;325.1754455;0.186501575
27.01.2013 00:00;0.721881608;0.620085;75.145;35.45298707;28.424;70.71172016;36.9775;65.4015;1.361587426;0.6825;965.955;57.283264;0;5.790257747;2.17475;0.0111218;-1.3729;2.060288452;0.238367135
27.01.2013 01:00;0.681450138;0.585355;74.552;35.65879001;28.589;70.32256905;36.774;65.363;1.349278277;0.67633;965.525;59.634296;0;5.141807454;1.9312;0.0124785;-1.21045;246.6724003;0.43433892
27.01.2013 02:00;0.615447771;0.52866;76.8725;23.31310798;18.691;64.26538905;33.6065;52.2975;1.84439735;0.92451;965.295;57.95964;0;5.015871512;1.8839;0.0110133;-1.04845;177.5816123;1.217701713
27.01.2013 03:00;0.545545449;0.468615;77.3075;11.85412482;9.5039;57.20349164;29.9136;39.4175;5.14091522;2.5769;965.045;49.799704;0;4.522910839;1.69875;0.0179035;-1.05623;171.3260482;1.5324639
27.01.2013 04:00;0.486609567;0.41799;76.847;10.60951592;8.50605;52.38232057;27.39245;35.8985;10.31285269;5.16935;964.555;49.82;0;4.296332642;1.61365;0.0167105;-1.47135;170.8121731;1.562249091
27.01.2013 05:00;0.453733531;0.38975;77.8735;7.950417166;6.37415;49.61217662;25.94385;32.318;10.51185393;5.2691;964.16;45.854256;0;4.522511465;1.6986;0.011393;-1.6849;183.5205768;0.923239553
27.01.2013 06:00;0.432376914;0.371405;78.2685;5.771650004;4.62735;48.16323415;25.18615;29.8135;12.34266533;6.1868;963.3;40.216216;0;5.381964368;2.0214;0.016276;-1.7833;163.6922523;1.444642937
27.01.2013 07:00;0.421608382;0.362155;76.8345;5.846861625;4.68765;50.80640201;26.56835;31.256;10.28173069;5.15375;962.75;37.101016;0;5.706389202;2.14325;0.246852;-1.82135;210.6097193;0.746366556
27.01.2013 08:00;0.460153904;0.395265;77.7205;21.40600071;17.162;55.03285075;28.7785;45.9405;5.352085959;2.68275;962.49;44.17724;0;7.584112745;2.8485;36.551;-1.73755;224.2682861;0.77015139
27.01.2013 09:00;0.394535712;0.3389;69.58;7.682000236;6.15895;37.70950717;19.71955;25.8785;30.05367587;15.0645;962.095;41.573216;0;5.584047625;2.0973;102.396;-0.702525;178.8409497;1.684668002
27.01.2013 10:00;0.363848308;0.31254;62.328;7.329204099;5.8761;30.96265961;16.1914;22.0675;43.94785261;22.029;961.55;30.484048;0;5.204376052;1.9547;222.835;0.293249;164.9001041;2.312947149
27.01.2013 11:00;0.344930617;0.29629;60.6825;9.789484742;7.8486;31.55164507;16.4994;24.348;47.90593239;24.013;960.64;28.558288;0;4.789559564;1.7989;327.82;1.80045;173.6928285;2.663858474
27.01.2013 12:00;0.331694055;0.28492;55.515;8.094978142;6.49005;33.8818666;17.71795;24.208;50.41963226;25.273;959.62;34.512096;0;4.428259195;1.6632;261.265;2.72445;182.8775031;1.804592141
27.01.2013 13:00;0.334942076;0.28771;49.0965;8.28238355;6.6403;43.26499777;22.6247;29.265;47.51790492;23.8185;958.97;37.758984;0;4.487366551;1.6854;161.12;3.52195;183.4184681;1.526719084
27.01.2013 14:00;0.356188098;0.30596;43.883;10.86508576;8.71095;40.74144368;21.30505;30.016;53.01712212;26.575;958.655;31.305328;0;4.135651159;1.5533;119.595;4.2271;198.4157828;1.243611978
27.01.2013 15:00;0.321973272;0.27657;41.8165;4.774815383;3.82815;33.43515555;17.48435;21.3125;61.50584665;30.83;958.07;28.993944;0;3.13961234;1.1792;87.737;4.44885;212.6312581;1.690182107
27.01.2013 16:00;0.310389825;0.26662;46.055;4.004738187;3.21075;33.76196599;17.65525;20.866;59.08990179;29.619;957.855;20.502192;0;3.6988691;1.38925;33.65;3.6521;271.9352289;1.167729594
27.01.2013 17:00;0.351653673;0.302065;48.594;9.059507937;7.26335;45.59120349;23.84115;31.1045;47.55680741;23.838;957.975;26.00288;0.23333;3.752518344;1.4094;0.75088075;3.8141;223.3132847;1.395668817
27.01.2013 18:00;0.327986187;0.281735;57.764;4.934905127;3.9565;42.14496925;22.039;25.9955;51.58870219;25.859;958.24;26.534352;34.4;3.79538449;1.4255;0.013889;3.70505;211.7365906;1.609395633
27.01.2013 19:00;0.289708423;0.248855;73.5245;1.919330724;1.5388;25.06286111;13.1062;14.645;63.07092407;31.6145;958.235;20.835896;60;2.76217726;1.03744;0.0110135;3.7994;178.0255564;3.590736449
27.01.2013 20:00;0.290721247;0.249725;83.1935;3.626372594;2.9074;25.40592602;13.2856;16.193;61.27143417;30.7125;957.98;12.4981104;31.3167;2.677177155;1.005515;0.0088974;3.3747;150.6207054;2.785746607
27.01.2013 21:00;0.290831843;0.24982;83.7545;3.209465722;2.57315;25.72001973;13.44985;16.023;58.59813431;29.3725;957.94;12.7020616;9.15;2.622103477;0.98483;0.0075414;3.4057;166.3344675;2.789956748
27.01.2013 22:00;0.296868041;0.255005;85.8655;3.002864512;2.40751;26.98813602;14.11299;16.5205;54.64204953;27.3895;958.055;16.20416;33.9;2.255597934;0.847175;0.0170895;2.76515;158.5010449;2.883338527
27.01.2013 23:00;0.283957445;0.243915;87.9125;1.695042934;1.35898;24.63990071;12.88502;14.244;56.32084194;28.231;958.49;15.33332;56.017;1.814342886;0.681445;0.0170355;2.4906;173.2735497;2.256743716
28.01.2013 00:00;0.287286959;0.246775;93.679;2.542851278;2.0387;25.65681853;13.4168;15.4555;51.20466471;25.6665;958.87;17.597976;60;1.467393357;0.551135;0.012695;2.23645;181.8369963;1.964750256
28.01.2013 01:00;0.25361347;0.21785;93.797;0.7862795;0.63039;17.02169889;8.90121;9.5316;57.52083437;28.8325;959.26;14.486552;60;1.497120097;0.5623;0.01188155;2.4532;162.6263803;2.2995918
28.01.2013 02:00;0.249632023;0.21443;93.7045;0.819089479;0.656695;19.92378131;10.418805;11.0755;51.90091968;26.0155;959.99;12.468988;60;1.861389146;0.699115;0.013292;2.76985;162.9888805;2.026173673
28.01.2013 03:00;0.235487412;0.20228;92.6075;0.407274047;0.326527;15.24864804;7.974023;8.30055;58.93628679;29.542;960.835;10.4442496;60;1.296581086;0.48698;0.0153535;2.6288;254.9442253;1.205425525
28.01.2013 04:00;0.226924974;0.194925;93.019;2.358339585;1.89077;20.36222171;10.64808;12.53885;52.61413214;26.373;961.73;0.10736464;60;1.302891196;0.48935;0.0125325;2.1104;279.2465035;0.676427869
28.01.2013 05:00;0.262874407;0.225805;93.333;3.90889638;3.13391;30.15412409;15.76859;18.9025;40.95734777;20.53;962.47;6.7324888;60;2.029219424;0.76215;0.0150285;1.8119;0.673985119;0.317393709
28.01.2013 06:00;0.329540348;0.28307;92.9115;21.20524929;17.00105;56.2814808;29.43145;46.4325;20.44705314;10.24915;963.275;8.2143328;9.4167;1.900075176;0.713645;0.011556;1.95805;261.7805403;0.354562125
28.01.2013 07:00;0.537390469;0.46161;92.551;44.70913036;35.845;71.47759249;37.378;73.223;9.312160744;4.66775;964.205;9.5317792;5.3167;2.339932416;0.87885;0.0088435;2.29675;305.2892215;0.585213149
28.01.2013 08:00;0.503268776;0.4323;92.484;40.49515918;32.4665;73.10017093;38.2265;70.693;9.792756217;4.90865;964.98;8.1533976;55.133;1.733842395;0.65121;3.91651;2.42465;208.1157101;0.917431965
28.01.2013 09:00;0.445974368;0.383085;91.7095;34.17201966;27.397;67.84519677;35.4785;62.8755;16.14732962;8.0939;965.695;12.577784;0.4;1.658626953;0.62296;15.753;2.48825;168.5859904;1.658512618
28.01.2013 10:00;0.493577098;0.423975;90.6315;43.3957334;34.792;67.19310573;35.1375;69.9295;13.41128702;6.72245;966.365;9.9646976;0;1.82580492;0.68575;74.4025;2.9183;171.0020114;1.496636185
28.01.2013 11:00;0.450741626;0.38718;90.181;75.2203522;60.307;65.41467561;34.2075;94.5145;15.49376766;7.7663;967.31;10.936168;0;1.39538622;0.52409;73.413;3.1881;178.9664371;1.75724172
28.01.2013 12:00;0.470416024;0.40408;88.8155;31.22841392;25.037;56.99868533;29.8065;54.8435;19.69084843;9.8701;967.67;22.314672;0;1.653488341;0.62103;120.391;3.5476;175.4144375;1.602582851
28.01.2013 13:00;0.444961544;0.382215;87.817;33.98056055;27.2435;60.02106039;31.387;58.6305;20.56286288;10.3072;968.025;16.117312;0;1.716669311;0.64476;173.59;4.0348;181.731191;1.559049445
28.01.2013 14:00;0.400950264;0.34441;83.283;31.33879913;25.1255;48.09984172;25.153;50.2785;31.70952578;15.8945;968.4;13.349976;0;2.029751923;0.76235;288.59;4.63955;212.1451186;1.074703897
28.01.2013 15:00;0.455281872;0.39108;80.92;25.2208389;20.2205;53.87782732;28.1745;48.395;27.03823353;13.553;968.935;20.275632;0;2.162543786;0.812225;201.505;5.17315;191.9857974;1.406304948
28.01.2013 16:00;0.457854677;0.39329;81.8935;29.50465835;23.655;58.25410402;30.463;54.118;24.44772617;12.2545;969.405;29.795872;0;2.018476263;0.758115;71.6025;4.839;183.2281844;1.97424296
28.01.2013 17:00;0.612228853;0.525895;84.858;45.62027612;36.5755;76.33385409;39.9175;76.493;8.852213519;4.4372;969.75;22.815464;0;1.554283833;0.58377;2.550653;4.1755;176.9706789;1.913873407
28.01.2013 18:00;0.641973283;0.551445;86.9635;47.4737499;38.0615;83.34144245;43.582;81.6435;2.081722537;1.04347;970.385;23.962896;0;1.811494018;0.680375;0.014323;3.8619;167.8012029;1.783279567
28.01.2013 19:00;0.608992473;0.523115;89.37;32.08405525;25.723;76.07378259;39.7815;65.5045;2.986514838;1.497;970.69;21.33716;0;2.476678082;0.93021;0.0119355;3.3787;158.8169398;2.217205015
28.01.2013 20:00;0.515026849;0.4424;88.868;20.42563032;16.376;64.1649938;33.554;49.93;8.253514051;4.1371;970.77;15.81004;0;2.125788063;0.79842;0.0128035;3.3167;167.6213954;2.000230195
28.01.2013 21:00;0.535015572;0.45957;90.506;16.86586304;13.522;64.01296671;33.4745;46.9965;4.765855241;2.3889;970.83;23.59568;0;2.134640854;0.801745;0.011393;3.1421;166.1180115;2.126629924
28.01.2013 22:00;0.476370731;0.409195;91.1615;11.20384988;8.98255;55.58827551;29.06895;38.0515;7.964438567;3.9922;970.405;22.86408;0;1.888320268;0.70923;0.0118815;2.8016;162.8774702;2.34604574
28.01.2013 23:00;0.369948535;0.31778;81.4005;2.397791385;1.9224;32.14196913;16.8081;18.7305;31.64668328;15.863;970.165;17.424752;0;1.815580945;0.68191;0.014106;3.6295;188.685383;2.396983908
29.01.2013 00:00;0.305197646;0.26216;77.9015;0.418154162;0.33525;18.72725162;9.7931;10.12835;46.70593996;23.4115;970.87;15.62832;0;1.690004439;0.634745;0.0138345;3.7572;238.9789633;1.84906737
29.01.2013 01:00;0.271885048;0.233545;74.884;1.259227137;1.00957;17.99748334;9.41148;10.42105;48.16129238;24.141;970.815;13.479304;0;1.733576145;0.65111;0.00976555;3.88885;212.5275846;2.647173448
29.01.2013 02:00;0.247949804;0.212985;68.771;0.697958855;0.55958;13.37239853;6.99287;7.55245;53.3093896;26.7215;970.72;11.580212;0;1.703143844;0.63968;0.0143225;4.4451;207.096959;2.523664981
29.01.2013 03:00;0.23329878;0.2004;68.114;0.929505876;0.74522;13.82008485;7.22698;7.9722;53.99666706;27.066;970.57;11.2375872;0;1.744785243;0.65532;0.0086263;4.3579;202.1481596;2.128633353
29.01.2013 04:00;0.213152895;0.183095;64.0025;0.787832377;0.631635;10.76325987;5.628465;6.2601;58.47244932;29.3095;970.815;7.874068;0;1.746249614;0.65587;0.00949435;4.70475;223.661341;3.057259926
29.01.2013 05:00;0.200870948;0.172545;58.208;1.308233184;1.04886;11.05627058;5.78169;6.83055;61.94275163;31.049;970.64;9.3498704;0;1.782166652;0.66936;0.0101453;5.2262;221.0863044;3.983718457
29.01.2013 06:00;0.208024746;0.17869;54.817;1.977267371;1.58525;15.03088979;7.86015;9.4454;61.41108416;30.7825;970.36;14.2886424;0;1.819201936;0.68327;0.013075;5.6349;235.0108067;4.272134369
29.01.2013 07:00;0.296641029;0.25481;62.3245;21.62159488;17.33485;48.03702298;25.12015;42.455;30.62264983;15.3497;969.72;21.878544;0;2.236321481;0.839935;0.184246;5.1445;212.6471349;2.230489049
29.01.2013 08:00;0.325576364;0.279665;64.4905;11.02779482;8.8414;46.48032294;24.3061;33.1475;29.78205663;14.92835;970.155;36.968856;0;1.993994635;0.74892;18.2486;4.8556;235.8866222;3.215825994
29.01.2013 09:00;0.260289959;0.223585;56.761;6.301187214;5.0519;25.04259083;13.0956;18.1475;52.49842214;26.315;969.945;28.755112;0.05;1.815008509;0.681695;50.2055;6.06265;241.1170981;4.834007597
29.01.2013 10:00;0.259207285;0.222655;55.5085;5.497308444;4.4074;22.92090458;11.9861;16.3935;57.34627188;28.745;969.86;24.345688;0;1.869589626;0.702195;120.532;6.72775;238.228254;5.161528436
29.01.2013 11:00;0.259207285;0.222655;56.693;3.54024718;2.83835;19.71982598;10.31215;13.1505;60.83153669;30.492;969.905;19.219768;0;1.793748498;0.67371;125.158;7.27145;242.5058545;5.656999331
29.01.2013 12:00;0.243479408;0.209145;57.209;4.710954106;3.77695;20.26463753;10.59705;14.374;62.17516912;31.1655;970.02;17.932624;0;1.864797138;0.700395;81.098;7.67315;241.06892;4.686190018
29.01.2013 13:00;0.244736707;0.210225;59.6485;6.968238209;5.5867;28.53194722;14.9203;20.507;57.35923938;28.7515;970.035;16.70448;31.8497;1.763782134;0.662455;67.6035;7.8054;241.6383717;4.702930385
29.01.2013 14:00;0.263014107;0.225925;73.1805;5.706853259;4.5754;37.2659514;19.4876;24.063;49.83010979;24.9775;969.98;17.164208;60;1.314552918;0.49373;45.27;6.8522;245.9677045;3.814321992
29.01.2013 15:00;0.276623202;0.237615;79.8055;5.245293385;4.20535;31.39340304;16.41665;20.622;60.6649542;30.4085;970.175;13.796488;60;1.089359217;0.40915;21.7585;6.6247;238.7734434;4.077112717
29.01.2013 16:00;0.261733525;0.224825;81.9595;3.768189531;3.0211;20.42211464;10.6794;13.7005;72.85141104;36.517;970.425;10.2091464;60;1.006276107;0.377945;10.35295;6.71345;239.9938694;4.940573714
29.01.2013 17:00;0.251651851;0.216165;80.487;2.074306577;1.66305;19.83896167;10.37445;12.0375;73.67035849;36.9275;970.675;7.5293664;31.0167;1.057569045;0.39721;1.5109925;6.72865;242.844325;4.647139654
29.01.2013 18:00;0.292869133;0.25157;85.959;3.848140856;3.0852;28.90388771;15.1148;18.2;61.74724164;30.951;971.05;9.3253264;60;0.974113186;0.365865;0.01041675;6.0603;244.0602998;3.12295183
29.01.2013 19:00;0.27766513;0.23851;88.41;1.572583946;1.2608;23.13336005;12.0972;13.358;59.29239428;29.7205;971.435;9.693628;43.5;0.844875751;0.317325;0.01454;5.6667;242.1333733;3.494318233
29.01.2013 20:00;0.263078136;0.22598;89.116;0.937688102;0.75178;21.47066175;11.22772;11.9795;57.71335186;28.929;971.615;12.567872;57.683;0.890005016;0.334275;0.0139975;5.6119;250.2482477;2.978781576
29.01.2013 21:00;0.266460037;0.228885;91.8535;1.410373808;1.13075;25.01897405;13.08325;14.214;50.99718473;25.5625;971.68;11.0729064;60;0.937863337;0.35225;0.0136175;5.44835;239.2108426;2.677477475
29.01.2013 22:00;0.315436482;0.270955;93.0155;5.023525122;4.02755;30.19879519;15.79195;19.8195;42.39574269;21.251;971.335;11.766888;60;0.984843035;0.369895;0.00944;5.4149;193.0255932;1.05790656
29.01.2013 23:00;0.263858127;0.22665;91.8065;1.680536945;1.34735;22.93629852;11.99415;13.3415;48.05755239;24.089;970.97;11.2770464;4.15;0.928970608;0.34891;0.00743275;5.5884;264.6939092;1.261796178
30.01.2013 00:00;0.249026657;0.21391;88.0045;0.735764232;0.58989;16.13210137;8.43601;9.0259;54.20215205;27.169;970.855;0.9631856;0;0.975071683;0.366225;0.0098742;6.3561;240.2020116;3.44288094
30.01.2013 01:00;0.205574177;0.176585;85.2005;0.097289911;0.078001;7.338603923;3.837599;3.9156;68.52226127;34.347;970.795;2.4167096;0;0.878955668;0.330125;0.014486;7.33675;243.01751;4.991826457
